year,month,day,flow,ss,ht,rain
2010,9,26,0.219,-0.126140093816731,1.14219996511092,0
2010,9,27,0.21,-0.0812162033107557,1.14451938976522,0
2010,9,28,0.179,-0.00699783104147778,1.12231863709473,0
2010,9,29,0.17,0.0225899141940187,1.07948357052555,0
2010,9,30,0.162,0.0255658340049045,1.02707383695519,0
2010,10,1,0.689,-0.00369992202693759,0.981466787673454,11.4
2010,10,2,0.251,-0.0126988166301648,0.964096523402822,0
2010,10,3,0.176,-0.0275395539852782,0.996584726090175,0
2010,10,4,0.156,-0.0318290645235959,1.08405975550317,0
2010,10,5,0.146,-0.0479798593971279,1.2085192237061,0
2010,10,6,0.142,-0.0371389538122942,1.3374928505824,0.2
2010,10,7,0.139,-0.0257177760567553,1.43926405408201,0
2010,10,8,0.136,-0.0462882596243048,1.49112549624104,0
2010,10,9,0.468,-0.0665181579890066,1.48315514324898,3.6
2010,10,10,0.138,-0.130343735809151,1.50488905215977,0
2010,10,11,0.211,0.038778828598258,1.46617847611792,2.4
2010,10,12,0.188,0.145968234986888,1.37369573133187,1.4
2010,10,13,1.721,0.323791090199654,1.24863702204728,19
2010,10,14,0.91,0.241627519520752,1.11537814563088,11.2
2010,10,15,0.314,0.158107402243948,0.999648036375524,0
2010,10,16,0.196,0.0312922302311665,0.921898089261392,0
2010,10,17,0.2,0.0610775495801725,0.890091880918694,1.6
2010,10,18,0.151,0.0383134357605862,0.897657827470478,0
2010,10,19,0.137,-0.00617314201378338,0.930555170540321,0
2010,10,20,0.197,-0.00881069366832543,0.975370826922723,2
2010,10,21,0.137,-0.034705253586246,1.02246474170802,1
2010,10,22,0.144,-0.00796829131343879,1.06528012522069,0
2010,10,23,0.125,-0.0359038868270622,1.09915427894163,0
2010,10,24,0.119,-0.0441528594783587,1.14125371668869,0
2010,10,25,0.116,-0.0549929128118607,1.18399705955963,0
2010,10,26,0.119,-0.0398844777458103,1.19940761005578,0
2010,10,27,0.112,0.0181966962672868,1.18757991376046,0
2010,10,28,0.109,0.0287632942684322,1.15518562710703,0
2010,10,29,0.108,0.0470609115462373,1.11365148860944,0
2010,10,30,0.141,0.0425269561643025,1.07977940816733,1.4
2010,10,31,0.113,0.0890730492771212,1.06980921532888,0
2010,11,1,0.104,0.0882708535692018,1.09490917489602,0
2010,11,2,0.158,0.0640191051585386,1.152360521004,5
2010,11,3,0.331,0.0649612292671966,1.22625102407275,0.8
2010,11,4,0.104,0.0436656424458925,1.29685390511588,0.4
2010,11,5,0.162,0.0698309656260068,1.34659322494693,2
2010,11,6,0.102,0.024558736802504,1.37421630894254,0
2010,11,7,0.1,0.0226293925700554,1.44154279302982,0
2010,11,8,0.101,-0.0108041221689557,1.45647188857542,0
2010,11,9,0.099,0.0151723064876181,1.4197120277711,0
2010,11,10,0.096,0.00326347754966116,1.34176049717201,0
2010,11,11,0.095,-0.0293704620914648,1.23972835073914,0
2010,11,12,0.096,0.0387007675946744,1.13196273604882,0
2010,11,13,0.101,-0.0210516024162555,1.0344034109402,0
2010,11,14,0.097,-0.0688188951411099,0.959103225418915,0
2010,11,15,0.092,-0.0266370554086039,0.912305970633722,0
2010,11,16,0.1,0.00913374864551586,0.894532901997986,0
2010,11,17,0.096,0.0699066011491838,0.901640336481024,0
2010,11,18,0.091,0.0665445160899942,0.92816481869716,0.4
2010,11,19,0.137,0.0649889638861062,0.967844263818361,1.4
2010,11,20,0.104,0.0636233511716067,1.01401664067925,0.8
2010,11,21,0.474,0.0821691221020386,1.07292133320699,6.6
2010,11,22,0.092,0.0579534386132112,1.15698118769497,0.2
2010,11,23,0.088,0.0597815527783578,1.22206195910395,0
2010,11,24,0.088,0.00870345463335687,1.26284905244654,0
2010,11,25,0.087,0.0591773011905352,1.27895871328096,0
2010,11,26,0.087,0.102602841208379,1.27460245672638,0
2010,11,27,0.092,0.0851186602385248,1.25745185170994,0
2010,11,28,0.093,0.0720879075411172,1.23742796409926,0
2010,11,29,0.087,0.0890807373576532,1.2214156351595,0
2010,11,30,0.088,0.0853963838068925,1.21269862800772,0
2010,12,1,0.084,0.0556438371670109,1.21124436255018,0
2010,12,2,0.08,0.0395166519707606,1.21463476261796,0
2010,12,3,0.081,0.0104530327176702,1.22094869819496,0
2010,12,4,0.092,-0.0127898655225209,1.23427811541753,0.2
2010,12,5,0.082,0.0119308792973396,1.31262740394458,0
2010,12,6,0.084,0.0113548866402025,1.36461936876231,0
2010,12,7,0.093,0.00603209291914575,1.38227278310009,2
2010,12,8,0.081,-0.00684121051144104,1.36558637543645,0
2010,12,9,0.075,0.0334299717076869,1.31986837730096,0
2010,12,10,0.074,0.0596104305237553,1.25415150859518,0
2010,12,11,0.08,0.0715673430987942,1.17911754980722,0
2010,12,12,0.071,0.0917230169871253,1.10329490847474,0
2010,12,13,0.077,0.0441602181528695,1.0342679711647,0
2010,12,14,1.883,0.0573483584824623,0.977293128384173,24.8
2010,12,15,0.342,0.0519603090404075,0.936729394922438,0.2
2010,12,16,0.219,0.0947528041647501,0.915393559455451,6.6
2010,12,17,0.636,0.064489510275907,0.915788407960957,14.2
2010,12,18,1.913,0.12943594312871,0.938673906547604,34.2
2010,12,19,0.702,0.124801804610903,0.981879432812643,17.6
2010,12,20,0.309,0.0792888877325146,1.06053994804625,2
2010,12,21,0.122,0.0049901350556012,1.16588250496043,0
2010,12,22,0.093,-0.0150041803246002,1.26385593131913,0
2010,12,23,0.079,0.0132351409341909,1.3456522673807,0
2010,12,24,0.082,0.0490089018545627,1.40365998309859,0
2010,12,25,0.071,0.0282554402869351,1.43367487762823,0
2010,12,26,0.075,0.0137116828809678,1.43469486942395,0
2010,12,27,0.072,0.0593542390771613,1.40841291500535,0
2010,12,28,0.3,0.10749150504008,1.35948364921385,5.8
2010,12,29,0.097,0.00147800003535159,1.29594993505225,0
2010,12,30,0.074,0.0212500197913164,1.22756214907171,0
2010,12,31,0.081,0.0440889110822633,1.16763841741649,0.8
2011,1,1,0.079,0.00810277237537371,1.13049116080822,0
2011,1,2,0.072,-0.0317903715861583,1.17544321566523,0
2011,1,3,0.066,-0.00457007866384718,1.22861429087671,0
2011,1,4,0.069,-0.0115891995297601,1.2772866119618,0
2011,1,5,0.067,0.0270958558443442,1.31080249002383,0.2
2011,1,6,0.067,0.0188526001272131,1.32202618731466,0.4
2011,1,7,5.09,0.0296486344538922,1.30897475843465,20.2
2011,1,8,0.365,0.0504656573900923,1.27522904408578,0
2011,1,9,0.082,0.0171740559417455,1.22672295774296,0
2011,1,10,0.076,0.0259968394079946,1.17029384575113,0
2011,1,11,0.072,0.038269936040181,1.11151310712196,0
2011,1,12,0.071,-0.00510778990673877,1.05398161755437,0
2011,1,13,0.069,0.00229830281341403,1.00120896936353,0
2011,1,14,0.074,0.0081355832758907,0.958059049859138,0.2
2011,1,15,0.071,0.0011121939555252,0.932608842245665,0
2011,1,16,0.069,0.0386653341498545,0.93400339751779,0
2011,1,17,0.068,0.0954375683219029,0.970733938095867,0.4
2011,1,18,0.611,0.162322564601247,1.0535622763201,9.4
2011,1,19,0.177,0.140445229985019,1.18298909197475,0.4
2011,1,20,0.071,0.136917804990198,1.3191756517047,0
2011,1,21,0.37,0.28430250311619,1.4428860305111,9.8
2011,1,22,1.731,0.422598208616366,1.53548700031262,46.8
2011,1,23,31.514,0.349366723102326,1.58207847728003,92.4
2011,1,24,2.186,0.0453080323085255,1.57581094452653,0.8
2011,1,25,0.722,0.0861857815575238,1.52017649849798,0
2011,1,26,0.427,0.0429749195584799,1.42593173056222,0
2011,1,27,0.323,0.00660507987118852,1.31020774095938,0
2011,1,28,71.615,0.0405854967286197,1.19331998579027,182.8
2011,1,29,85.993,0.260602669886997,1.11910084034728,57
2011,1,30,1.85,-0.0556809193695964,1.09531468397333,0
2011,1,31,0.745,-0.100597144121978,1.10933843768926,0
2011,2,1,0.558,-0.0758807722700915,1.15155975557334,0.2
2011,2,2,0.444,-0.0822695417500201,1.20527122063729,0
2011,2,3,0.385,-0.0745762247650712,1.25358890311531,0
2011,2,4,0.372,-0.0596598180528409,1.28375372327717,0
2011,2,5,0.338,-0.0321339625351922,1.29093755290429,0
2011,2,6,0.296,-0.0149115365160444,1.27630874840918,0
2011,2,7,0.269,0.00391823696200144,1.24590843926508,0
2011,2,8,0.265,0.0297456301507655,1.20466276960435,0
2011,2,9,0.518,0.020330345101325,1.15617127518142,9.4
2011,2,10,0.306,-0.00269328064493468,1.10124172324441,0
2011,2,11,0.251,-0.0398085186076234,1.04360361599023,0
2011,2,12,8.598,0.0599544856115095,0.98998644036474,12.6
2011,2,13,0.91,0.0334387514480229,0.950965879881314,0
2011,2,14,0.345,0.0694250507726579,0.941251727939517,0
2011,2,15,0.274,0.0344173992624777,0.977062509760601,0.4
2011,2,16,0.238,0.077879654585185,1.07418951305162,1
2011,2,17,0.209,0.0723381405847074,1.2226627132045,0
2011,2,18,0.21,0.0912110227307676,1.38365252391235,0.2
2011,2,19,0.196,0.0812723068163623,1.52638366754631,0
2011,2,20,0.188,0.102362485179089,1.62277623380447,0.2
2011,2,21,0.318,0.18108079873846,1.65568953996034,2.8
2011,2,22,0.223,0.157136470246636,1.6225047598367,0
2011,2,23,0.182,0.152692442076885,1.53241053435437,0
2011,2,24,0.174,0.119022630648108,1.43549817118321,0
2011,2,25,0.165,0.0807596496529541,1.32337128424442,0
2011,2,26,0.165,0.0952823096072617,1.2044243973348,0
2011,2,27,0.152,0.0450624342336328,1.10954206689482,0
2011,2,28,0.378,0.0186219462473148,1.06021552206751,1.6
2011,3,1,0.25,0.0209903183332846,1.06063472989908,0.2
2011,3,2,0.151,0.00629257230233971,1.09755727063026,0
2011,3,3,0.595,-0.0249692424375276,1.150560287874,13.4
2011,3,4,0.21,-0.0607538066533144,1.20038043734409,0
2011,3,5,1.907,0.00791510993228384,1.23440821951483,27.4
2011,3,6,1.387,-0.0342628133673328,1.24885906315822,2.8
2011,3,7,0.218,0.00810285441978653,1.24494033538424,0
2011,3,8,0.167,-0.019084196963109,1.22726379469729,0
2011,3,9,0.161,0.0254158533872506,1.19743072410685,0
2011,3,10,0.151,0.014864796811118,1.15627560603583,0
2011,3,11,0.149,-0.00910699989780817,1.12765535711434,0
2011,3,12,0.144,-0.0410586248086426,1.07449720802141,0
2011,3,13,0.142,-0.0806076346304189,1.0180937267815,0
2011,3,14,0.146,-0.0480943213036588,0.975794605502152,0.4
2011,3,15,0.139,0.00968232708768402,0.970492102604823,0
2011,3,16,0.147,0.013593346366614,1.02160288005652,0
2011,3,17,1.18,0.0537107783735489,1.1318718007813,3.4
2011,3,18,0.29,0.0448450240675582,1.28042223481072,7.4
2011,3,19,0.207,0.0272545748466586,1.43389018989782,0
2011,3,20,0.111,-0.00954987933510387,1.55743328778818,0.2
2011,3,21,1.58,0.32700387294712,1.6261801534167,50.6
2011,3,22,5.699,0.136791464840045,1.6282639363288,2.6
2011,3,23,0.531,0.135640824162247,1.56776765035035,3.4
2011,3,24,0.379,0.119222564628568,1.4600320269652,3.2
2011,3,25,1.606,0.139937010239603,1.46610249849877,29
2011,3,26,1.944,0.137900611673571,1.33456216238291,9
2011,3,27,0.84,0.0739329758008374,1.20223666296057,1.8
2011,3,28,0.488,0.0560617803125909,1.09911770767925,0
2011,3,29,0.329,0.0457811126372124,1.04355784902651,0.2
2011,3,30,0.277,0.0775929067256284,1.03540743490656,0
2011,3,31,0.239,0.0524830794008457,1.06030842738731,0
2011,4,1,0.22,0.036672853944367,1.09994451335801,0
2011,4,2,0.199,-0.0128237774198663,1.13903137780754,0
2011,4,3,0.226,-0.00457886643081795,1.16851226871614,0
2011,4,4,0.2,0.0194996729156134,1.19051320749867,0.2
2011,4,5,0.238,-0.0245186935134472,1.21741127162021,5.4
2011,4,6,0.213,-0.0375688757117512,1.22475373740772,0
2011,4,7,0.207,-0.0542462152305854,1.21038765054357,3
2011,4,8,0.263,-0.000722844557638602,1.17543831664456,3.4
2011,4,9,0.151,-0.0387016127851365,1.08763263860561,0
2011,4,10,0.141,0.030357044907761,1.12735028507725,0
2011,4,11,0.134,0.0740740114564231,1.07909550725832,0
2011,4,12,0.131,0.058115128167822,1.04896213590388,0
2011,4,13,0.125,0.0522283260013787,1.05584386902124,0
2011,4,14,0.122,0.107961782573889,1.11128538546893,0.6
2011,4,15,0.12,0.0781586941784185,1.20914468165845,0
2011,4,16,0.121,0.0584462594648321,1.32784312629042,0.6
2011,4,17,0.118,0.106155822657076,1.43890610465719,0.2
2011,4,18,0.147,0.0573550686516069,1.54516155301188,1.2
2011,4,19,0.109,0.0293263696471089,1.60819454347909,0
2011,4,20,0.105,0.0145295043608735,1.60821438631962,0
2011,4,21,0.107,0.0460563592336078,1.54805730396595,0
2011,4,22,0.139,0.0461583405254007,1.35235607518563,1.4
2011,4,23,0.129,0.0328184878311217,1.4430011398599,0
2011,4,24,0.102,0.0248256129171136,1.31689580024744,0.4
2011,4,25,0.723,0.0524185121379677,1.19613629078645,18.4
2011,4,26,0.84,0.13756210521029,1.10159324711056,1.8
2011,4,27,0.136,0.121549680281189,1.04422546419092,0
2011,4,28,1.924,0.282687319346218,1.02220631650288,30
2011,4,29,1.315,0.192682540958478,1.02623339911334,1
2011,4,30,0.24,0.135169711952363,1.04492183156472,0
2011,5,1,1.981,0.192804964325199,1.06983136259715,26.4
2011,5,2,11.069,0.214022637398997,1.1321539397188,49.2
2011,5,3,1.547,0.0727743153698168,1.18660390519706,0
2011,5,4,0.499,0.0419492137792024,1.22573646306881,0
2011,5,5,0.351,0.0884257240497137,1.24435186081949,0
2011,5,6,1.067,0.177526507376689,1.24097071008219,11
2011,5,7,0.479,0.166414071198606,1.21913450712741,4.4
2011,5,8,0.494,0.054516266780138,1.0879828998925,0.8
2011,5,9,0.285,0.0666350741145401,1.18763189076589,0
2011,5,10,0.247,0.0164310737675815,1.15958596849615,0
2011,5,11,2.656,0.0724542827303516,1.14869332635787,27.2
2011,5,12,1.102,0.0746062656962312,1.16436932189179,0
2011,5,13,0.376,0.123251433549298,1.20650138064482,0
2011,5,14,0.3,0.0521044386192036,1.26599846863832,0
2011,5,15,0.382,0.0108887181759194,1.32937734509196,3
2011,5,16,0.284,-0.107997378413226,1.42518932218409,0.4
2011,5,17,0.255,-0.138056943366243,1.51251779673931,0.8
2011,5,18,0.304,-0.0891922715460447,1.55364162229827,2.2
2011,5,19,0.223,-0.0871134169181409,1.54328894466662,0
2011,5,20,0.217,-0.0170324881955779,1.48748335695494,1
2011,5,21,0.214,-0.0182706095019087,1.39972617011285,0.6
2011,5,22,0.189,-0.033364767133272,1.16771512399393,0
2011,5,23,0.189,0.0267655712370536,1.29754196737163,0
2011,5,24,0.18,0.060828166721161,1.19816812875453,0.2
2011,5,25,0.222,0.0834534081128788,1.11332623324467,2.2
2011,5,26,6.618,0.0404115592588118,1.04963260763567,57.8
2011,5,27,2.303,0.0653889362226139,1.00869964799174,0.4
2011,5,28,0.543,0.025348798018662,0.988560471918204,0
2011,5,29,0.354,-0.080994908746965,0.98664389020831,0
2011,5,30,0.304,-0.0676418185743179,1.02995379909373,0
2011,5,31,0.275,-0.0528820335928495,1.10107663626503,0
2011,6,1,0.249,-0.0330083595560602,1.16828586989162,0
2011,6,2,0.256,0.10939814621402,1.22419491742574,0.4
2011,6,3,0.326,0.133391087346884,1.26357533033233,4.8
2011,6,4,2.702,0.113836818786107,1.28448451815859,29.2
2011,6,5,0.978,0.104523280716127,1.28914629812594,11.4
2011,6,6,0.775,0.130253180075692,1.28331809430241,0.2
2011,6,7,0.542,0.0895025257804507,1.12554760095684,4
2011,6,8,0.335,0.0546820699221182,1.27425437211463,0
2011,6,9,0.287,0.0226783346045882,1.26686887934025,0
2011,6,10,1.139,0.0612995664498188,1.26370521676404,13.8
2011,6,11,0.538,0.084470785673002,1.26339868288615,0.4
2011,6,12,0.356,0.0460799365233502,1.26452113365959,0
2011,6,13,0.312,0.0165454108469762,1.2873966074772,0
2011,6,14,0.28,-0.00730714991630155,1.36743719880572,0
2011,6,15,0.263,-0.0381519000601753,1.4281902333452,0
2011,6,16,0.257,-0.00883051662675305,1.45877300575366,0
2011,6,17,4.433,0.190950637120111,1.45566663394721,33.8
2011,6,18,16.331,0.243261751753961,1.42071556118818,19.4
2011,6,19,0.934,0.267587016805364,1.36010725994323,0.8
2011,6,20,0.521,0.207453591954999,1.13461586289157,3.2
2011,6,21,0.519,0.143353857063606,1.28375570548593,1.4
2011,6,22,0.362,0.127033265179093,1.2014031308539,0
2011,6,23,0.83,0.151177794757434,1.12179516681861,6.4
2011,6,24,1.174,0.0935493933919125,1.05065413050053,12
2011,6,25,1.004,0.0883296936512941,0.992817180489127,11.6
2011,6,26,0.87,0.0436535680094839,0.952040319149963,6.6
2011,6,27,0.516,0.077479230284516,0.931429835142697,0.2
2011,6,28,0.565,0.166679328481369,0.977875933794129,6.2
2011,6,29,0.884,0.164057991384138,1.0559952999659,7.8
2011,6,30,0.471,0.0822139141408411,1.14117032942954,0
2011,7,1,0.377,0.0272368804901566,1.22501710201748,0
2011,7,2,0.687,0.218252626528557,1.29918650783215,5.8
2011,7,3,0.43,0.230172341085639,1.35688068676055,3
2011,7,4,0.524,0.299690347087477,1.39350237096779,3.4
2011,7,5,0.4,0.267242451109171,1.40580412903848,0
2011,7,6,0.387,0.159643028194099,1.23227573783149,2.6
2011,7,7,0.411,0.116086029962823,1.39416108400914,4
2011,7,8,0.546,0.103297342578492,1.36076964735709,5.8
2011,7,9,0.347,0.0460830632835028,1.31059046907361,0.2
2011,7,10,0.325,0.00423543500288104,1.25195593938605,0.8
2011,7,11,0.45,0.0613645808754815,1.19585585407967,7
2011,7,12,1.167,0.0261827710889464,1.21889679977477,4.8
2011,7,13,1.15,-0.0382671558920844,1.27073655427323,0.4
2011,7,14,0.826,-0.0191980602582258,1.32136482337579,12.6
2011,7,15,0.567,-0.0228137578806649,1.35900322908321,7.8
2011,7,16,0.328,-0.0147841998509615,1.373372497008,0.6
2011,7,17,0.271,0.0203257640332373,1.36062234867744,0
2011,7,18,0.235,0.00848733397659651,1.32154783246641,0
2011,7,19,0.211,0.0259644331653697,1.26245894169816,0.4
2011,7,20,0.315,0.0906295924350551,1.08586970084039,2.4
2011,7,21,0.995,0.202394575746352,1.19154653558465,23.6
2011,7,22,47.71,0.267495257339542,1.11627169428565,43
2011,7,23,5.796,0.282232903793453,1.04260426840669,14.4
2011,7,24,1.438,0.272745754380298,0.975085864720054,0.6
2011,7,25,1.157,0.119249658080659,0.918825770719065,4.8
2011,7,26,1.105,0.0383368200954795,0.881187561151404,0.6
2011,7,27,0.791,-0.0483995918467489,0.920748229225185,0
2011,7,28,0.862,0.0253605651172883,1.00764533977541,3.6
2011,7,29,0.663,0.0418486924216932,1.11827271680352,0
2011,7,30,0.606,0.0596471114839845,1.23895369383071,0.2
2011,7,31,0.575,0.0959057526175593,1.35350415684417,0.2
2011,8,1,0.529,0.0676315856090999,1.44458876981875,0
2011,8,2,0.493,0.0857323638590972,1.49851287401115,0
2011,8,3,0.468,0.152364120169986,1.50562422882853,0
2011,8,4,0.441,0.14192337155554,1.35146703343774,0
2011,8,5,0.578,0.0865576673402946,1.46633763566627,3.2
2011,8,6,0.36,0.0533542348974745,1.38809692492217,0
2011,8,7,0.333,-0.00204252311114872,1.28560186473458,0.6
2011,8,8,0.327,-0.0510324658031827,1.17738710646682,0
2011,8,9,0.317,-0.0289625776002851,1.11482106867206,0
2011,8,10,0.301,0.0323524527280676,1.12758005243273,0.8
2011,8,11,1.575,0.0783566829516431,1.16897111311047,10.6
2011,8,12,0.359,0.0984112909160335,1.2223562367187,0.2
2011,8,13,0.292,0.18279350871127,1.26968123731176,0.4
2011,8,14,0.368,0.175064695111637,1.29660648300085,2
2011,8,15,0.382,0.0856875221726809,1.29604931884575,5.4
2011,8,16,0.614,0.0955821111315764,1.26819345304416,8.4
2011,8,17,0.397,0.0854056087815205,1.21983201019869,0
2011,8,18,0.285,0.107578758875596,1.15881747794091,0
2011,8,19,0.265,0.0729873969802524,1.06312054420808,0
2011,8,20,0.255,0.0521824697962809,1.09078341714194,0
2011,8,21,0.248,-0.00412068870436311,1.01920037804332,0
2011,8,22,0.244,-0.0442763933649003,0.947285071438075,0
2011,8,23,0.235,-0.110233733542475,0.88178373258421,0
2011,8,24,0.26,-0.0713451574008889,0.837401150877964,0
2011,8,25,0.237,0.0154800542291335,0.881349660684923,0
2011,8,26,0.241,0.0607712077643694,0.978658775339782,0
2011,8,27,0.245,0.0672486099007321,1.11477717967971,0
2011,8,28,0.244,0.0605345480781718,1.26593624394354,0
2011,8,29,0.353,0.109382912163144,1.40534848758021,2.8
2011,8,30,0.439,0.134776593521229,1.50738612985352,2.2
2011,8,31,0.252,0.115112599099218,1.55346437623763,0
2011,9,1,0.278,0.0421599782240174,1.53656600053895,0
2011,9,2,0.28,0.036431157198928,1.46182117302373,1
2011,9,3,0.263,-0.0136692986420044,1.39557882543655,0.2
2011,9,4,0.264,-0.00912528113502864,1.34564466492398,0
2011,9,5,0.273,-0.0522465711460558,1.20953005731626,0
2011,9,6,0.272,-0.0821465798940058,1.09801030096151,0
2011,9,7,0.275,-0.0331324864262704,1.04899062654835,0
2011,9,8,0.271,-0.00296908057505996,1.04900542767401,0
2011,9,9,0.272,0.0611128252044996,1.08549904504595,0
2011,9,10,0.265,0.133594578134581,1.13699882648922,0
2011,9,11,1.609,0.232871200014804,1.18363491643252,21.6
2011,9,12,0.262,0.112198253800265,1.21108088177228,2.4
2011,9,13,0.314,0.0178049636812019,1.21356095688888,5.8
2011,9,14,0.183,-0.0151922218123492,1.19304303521923,1.6
2011,9,15,0.235,0.0472617318635011,1.15538127756334,1.6
2011,9,16,0.278,0.0168548319786546,1.11905493149432,0.6
2011,9,17,0.159,0.0177908526097323,1.08688851981356,0.6
2011,9,18,0.296,0.0471242877939479,1.03831052214393,4.6
2011,9,19,0.779,0.0398142540557929,0.983327908823907,6.2
2011,9,20,0.2,0.114850637850313,0.914347557306326,0.2
2011,9,21,0.132,0.0755044954103311,0.86061306549161,0
2011,9,22,1.037,0.104004487684093,0.846563576085511,13.2
2011,9,23,0.618,0.181348526765416,0.890147879485284,4.4
2011,9,24,0.164,0.144698371726228,0.993477508680069,0
2011,9,25,0.238,0.141568300120954,1.13728536447302,3
2011,9,26,0.17,0.0623886291957643,1.29148714860563,1.2
2011,9,27,0.127,0.00313220299833072,1.42435998417267,0
2011,9,28,0.123,0.0397308660501199,1.51013609609292,0
2011,9,29,0.122,0.12017658528038,1.53311623643252,0
2011,9,30,0.118,0.149097928567761,1.52964450062328,0
2011,10,1,0.415,0.0769717359198352,1.51015407966114,7.8
2011,10,2,1.203,0.0393150621479175,1.43053273977683,16.2
2011,10,3,1.155,0.0339201651678256,1.31074516699325,9.8
2011,10,4,0.39,0.0898207617852669,1.18147531150698,0
2011,10,5,0.213,0.119468385652664,1.07539736684849,1
2011,10,6,0.521,0.170062858295455,1.01493332257758,4.4
2011,10,7,0.17,0.132727243616912,1.00204434659669,0
2011,10,8,0.147,0.100464891716614,1.02292862555535,0
2011,10,9,0.151,0.103428621331492,1.05854512608175,0
2011,10,10,0.918,0.131553340099769,1.09206647704813,12
2011,10,11,0.769,0.104356435757353,1.11305140958096,1.2
2011,10,12,1.502,0.0938549007783531,1.11758481095519,11.2
2011,10,13,0.386,0.127007842463063,1.11416539892112,2.8
2011,10,14,0.217,0.0407295629948115,1.13197046347041,0
2011,10,15,0.183,0.0185716707057031,1.13068327020896,0
2011,10,16,0.158,0.0146491236135724,1.1102197262128,0.4
2011,10,17,0.438,0.0818647339372203,1.07123378864028,4.2
2011,10,18,0.819,0.051022689023803,1.01855586779951,8.8
2011,10,19,1.266,0.0696421376364269,0.963679448847504,11.2
2011,10,20,1.287,0.148473997757302,0.924084727662905,0.2
2011,10,21,0.21,0.0520537203301342,0.919766994503841,0
2011,10,22,0.171,0.059534803887533,0.964568791478477,0
2011,10,23,0.157,0.0594877191813258,1.05573699882353,0
2011,10,24,0.149,0.0528090108248713,1.17512045268376,0
2011,10,25,0.146,0.0319837926950359,1.29677371087422,0
2011,10,26,0.138,0.0206768365635051,1.3951151921618,0
2011,10,27,0.131,-0.0237244801094363,1.45066621559928,0
2011,10,28,0.126,-0.0259566272727738,1.51316650255862,0
2011,10,29,0.197,0.012689816281888,1.5499507136085,0.6
2011,10,30,0.129,0.0380260590226307,1.52107163485178,0
2011,10,31,0.124,0.119770734492376,1.43731121078241,0.4
2011,11,1,0.554,0.0968713658000031,1.32081552684195,8
2011,11,2,0.279,0.155543982354157,1.19807566088009,0.2
2011,11,3,0.159,0.0988835794171379,1.09412317115923,1.8
2011,11,4,0.164,0.0618846005715601,1.02317400171832,0
2011,11,5,0.132,0.0187290429844782,0.987116497759481,0.8
2011,11,6,0.107,0.0147005050760175,0.978743313636737,0.2
2011,11,7,0.132,0.00646588683116023,0.986776420913329,0.6
2011,11,8,0.1,-0.0315136455850447,1.00149965190538,0
2011,11,9,0.099,-0.0252588145914884,1.01592511622945,0
2011,11,10,0.12,0.0137883880819112,1.03958693068524,0
2011,11,11,0.095,0.070301197012119,1.08981614823285,0
2011,11,12,0.092,0.160744776205664,1.12549546231053,0.2
2011,11,13,0.093,0.137308474074673,1.14442695325509,0
2011,11,14,0.09,0.0537012824578447,1.14437826078528,0
2011,11,15,0.091,0.0236479789013502,1.1268992577291,0
2011,11,16,0.09,0.0157058640265246,1.09808319920713,0
2011,11,17,0.088,0.034274582338417,1.0684704992812,0
2011,11,18,0.09,0.0515194472253607,1.05097154884424,0
2011,11,19,0.089,0.0778632746759393,1.0559935823672,0
2011,11,20,0.079,0.0464177600024569,1.08708045523623,0
2011,11,21,0.079,0.0365236251038517,1.14005298849406,0
2011,11,22,0.078,0.0178810356085244,1.20486726277671,0
2011,11,23,0.081,-0.0135241638388315,1.27032160552589,0
2011,11,24,0.121,-0.0390895689565891,1.32444553418225,3.6
2011,11,25,0.083,-0.0600283268935775,1.40599751561634,0
2011,11,26,0.077,-0.00670918651442243,1.4900170646542,0
2011,11,27,0.08,-0.00329359684459662,1.52272219680526,0
2011,11,28,0.073,0.00929420590867847,1.5026731553413,0
2011,11,29,0.073,0.0111426979478471,1.43868583791876,0
2011,11,30,0.077,-0.032943783864485,1.34640702958315,0.6
2011,12,1,0.072,0.0474213135993364,1.24351564434589,0
2011,12,2,0.617,0.0690085774436144,1.14526926316785,11
2011,12,3,0.092,0.0590577941572353,1.06169425877779,0.6
2011,12,4,4.819,0.0463617496960146,0.997649717340559,39.8
2011,12,5,0.352,0.049305210329288,0.954391053213626,1.6
2011,12,6,0.162,0.0676279349940545,0.931266830264896,0
2011,12,7,0.105,0.0642291209094952,0.926720601096251,0
2011,12,8,0.096,-0.00675072068740945,0.937663653513373,0
2011,12,9,0.092,0.0117708762907149,0.993726450977148,0
2011,12,10,0.087,0.0593044409099859,1.05992296620497,0
2011,12,11,0.264,0.0678693315240366,1.12070262991793,4.2
2011,12,12,0.3,0.0820273152021458,1.1701830268604,4.6
2011,12,13,0.13,0.0826458391622777,1.20457235949762,1.6
2011,12,14,0.316,0.0669112073550173,1.22298275344045,11.2
2011,12,15,5.296,0.111659370193463,1.22889021823016,40.2
2011,12,16,0.407,0.0694292238668375,1.22661109361078,0
2011,12,17,0.199,0.0772292057394544,1.22103872367224,0
2011,12,18,0.66,0.167579817732264,1.21502845616523,12.2
2011,12,19,0.753,0.255265969004249,1.20890972027964,4.8
2011,12,20,0.224,0.0994452816704858,1.20422038623896,0
2011,12,21,0.159,0.00289316911594972,1.20406678477453,0
2011,12,22,0.137,-0.0559169669451205,1.21389950485204,0
2011,12,23,0.126,-0.0106654091133247,1.26216857752462,0
2011,12,24,0.268,0.0231923068079829,1.35679351952795,1.2
